Date;Open;High;Low;Last Close;Chg.%;
"09/12/2003";"1382.37";"1384.39";"1378.20";"1380.03";"-0.17%";
"09/15/2003";"1379.74";"1379.74";"1363.79";"1365.74";"-1.04%";
"09/16/2003";"1365.68";"1369.19";"1358.20";"1365.70";"0.00%";
"09/17/2003";"1365.26";"1369.73";"1358.63";"1361.34";"-0.32%";
"09/18/2003";"1361.03";"1363.79";"1356.22";"1360.01";"-0.10%";
"09/19/2003";"1359.97";"1365.78";"1357.22";"1365.78";"+0.42%";
"09/22/2003";"1365.77";"1365.83";"1353.83";"1354.93";"-0.79%";
"09/23/2003";"1354.93";"1359.62";"1353.01";"1353.01";"-0.14%";
"09/24/2003";"1352.77";"1357.30";"1346.92";"1348.11";"-0.36%";
"09/25/2003";"1347.81";"1347.85";"1338.60";"1340.09";"-0.59%";
"09/26/2003";"1340.07";"1343.81";"1336.59";"1342.58";"+0.19%";
"09/29/2003";"1342.58";"1348.98";"1338.89";"1348.98";"+0.48%";
"09/30/2003";"1349.11";"1354.16";"1345.35";"1351.89";"+0.22%";
"10/01/2003";"1352.15";"1355.25";"1345.34";"1346.61";"-0.39%";
"10/02/2003";"1347.08";"1356.48";"1347.01";"1353.23";"+0.49%";
"10/03/2003";"1353.17";"1359.39";"1352.90";"1358.16";"+0.36%";
"10/06/2003";"1358.23";"1367.76";"1358.23";"1363.07";"+0.36%";
"10/07/2003";"1363.25";"1364.71";"1356.00";"1364.71";"+0.12%";
"10/08/2003";"1364.89";"1377.14";"1362.78";"1373.91";"+0.67%";
"10/09/2003";"1373.91";"1377.58";"1367.50";"1376.41";"+0.18%";
"10/10/2003";"1376.41";"1381.69";"1373.07";"1379.22";"+0.20%";
"10/13/2003";"1378.85";"1391.13";"1375.57";"1391.11";"+0.86%";
"10/14/2003";"1391.11";"1397.40";"1389.33";"1397.40";"+0.45%";
"10/15/2003";"1397.40";"1408.48";"1393.94";"1401.78";"+0.31%";
"10/16/2003";"1401.63";"1410.23";"1399.86";"1410.23";"+0.60%";
"10/17/2003";"1410.23";"1413.18";"1403.51";"1406.11";"-0.29%";
"10/20/2003";"1405.66";"1408.19";"1400.80";"1406.76";"+0.05%";
"10/21/2003";"1405.75";"1411.00";"1400.14";"1400.17";"-0.47%";
"10/22/2003";"1400.11";"1400.73";"1393.07";"1394.23";"-0.42%";
"10/23/2003";"1394.18";"1394.18";"1384.17";"1386.31";"-0.57%";
"10/24/2003";"1386.21";"1393.23";"1386.21";"1387.32";"+0.07%";
"10/27/2003";"1387.42";"1394.20";"1386.93";"1386.98";"-0.02%";
"10/28/2003";"1386.87";"1393.78";"1386.87";"1392.19";"+0.38%";
"10/29/2003";"1392.24";"1408.02";"1392.19";"1407.37";"+1.09%";
"10/30/2003";"1407.37";"1419.06";"1405.37";"1418.92";"+0.82%";
"10/31/2003";"1418.94";"1426.21";"1412.82";"1421.14";"+0.16%";
"11/03/2003";"1422.36";"1442.42";"1422.36";"1438.24";"+1.20%";
"11/04/2003";"1438.50";"1451.83";"1436.06";"1448.03";"+0.68%";
"11/05/2003";"1447.33";"1447.47";"1433.80";"1434.81";"-0.91%";
"11/06/2003";"1434.65";"1435.39";"1428.23";"1431.94";"-0.20%";
"11/07/2003";"1431.94";"1442.63";"1431.94";"1437.94";"+0.42%";
"11/10/2003";"1438.02";"1439.65";"1432.28";"1436.70";"-0.09%";
"11/11/2003";"1436.70";"1436.92";"1426.36";"1428.69";"-0.56%";
"11/12/2003";"1428.70";"1433.49";"1427.09";"1433.39";"+0.33%";
"11/13/2003";"1433.64";"1445.99";"1433.62";"1445.86";"+0.87%";
"11/14/2003";"1445.95";"1453.58";"1443.20";"1452.28";"+0.44%";
"11/17/2003";"1452.11";"1453.11";"1439.34";"1442.79";"-0.65%";
"11/18/2003";"1443.34";"1453.48";"1443.34";"1453.09";"+0.71%";
"11/19/2003";"1453.33";"1459.76";"1448.13";"1459.76";"+0.46%";
"11/20/2003";"1459.93";"1460.88";"1444.69";"1446.03";"-0.94%";
"11/21/2003";"1446.16";"1456.18";"1442.95";"1450.69";"+0.32%";
"11/24/2003";"1451.26";"1476.41";"1446.94";"1475.07";"+1.68%";
"11/25/2003";"1473.88";"1477.27";"1469.84";"1474.77";"-0.02%";
"11/26/2003";"1473.97";"1475.94";"1463.22";"1466.41";"-0.57%";
"11/27/2003";"1465.89";"1479.72";"1464.28";"1479.72";"+0.91%";
"11/28/2003";"1479.53";"1492.77";"1478.52";"1490.67";"+0.74%";
"12/01/2003";"1490.35";"1513.33";"1490.35";"1507.65";"+1.14%";
"12/02/2003";"1507.53";"1509.90";"1502.01";"1509.38";"+0.11%";
"12/03/2003";"1508.73";"1518.06";"1508.73";"1510.55";"+0.08%";
"12/04/2003";"1510.66";"1511.31";"1502.38";"1507.42";"-0.21%";
"12/05/2003";"1507.20";"1511.78";"1499.17";"1511.04";"+0.24%";
"12/09/2003";"1511.04";"1523.92";"1510.74";"1523.92";"+0.85%";
"12/10/2003";"1521.53";"1521.53";"1501.32";"1503.70";"-1.33%";
"12/11/2003";"1503.59";"1504.45";"1495.78";"1501.05";"-0.18%";
"12/12/2003";"1501.05";"1511.53";"1498.47";"1509.58";"+0.57%";
"12/15/2003";"1509.32";"1523.84";"1508.99";"1515.40";"+0.39%";
"12/16/2003";"1514.75";"1515.34";"1494.79";"1498.95";"-1.09%";
"12/17/2003";"1498.73";"1499.46";"1490.68";"1494.78";"-0.28%";
"12/18/2003";"1494.95";"1509.27";"1494.95";"1509.25";"+0.97%";
"12/19/2003";"1508.41";"1528.64";"1504.14";"1525.76";"+1.09%";
"12/22/2003";"1525.37";"1541.47";"1524.08";"1531.80";"+0.40%";
"12/23/2003";"1531.48";"1546.79";"1531.45";"1546.16";"+0.94%";
"12/29/2003";"1546.34";"1551.54";"1545.39";"1548.69";"+0.16%";
"12/30/2003";"1548.32";"1554.36";"1543.54";"1545.15";"-0.23%";
"01/02/2004";"1546.57";"1569.44";"1545.40";"1568.87";"+1.54%";
"01/05/2004";"1569.42";"1599.15";"1566.97";"1598.85";"+1.91%";
"01/07/2004";"1598.98";"1615.75";"1598.98";"1611.38";"+0.78%";
"01/08/2004";"1611.38";"1633.48";"1607.90";"1631.79";"+1.27%";
"01/09/2004";"1631.79";"1633.80";"1620.03";"1627.46";"-0.27%";
"01/12/2004";"1627.49";"1637.98";"1622.84";"1627.05";"-0.03%";
"01/13/2004";"1627.01";"1652.84";"1627.01";"1646.32";"+1.18%";
"01/14/2004";"1646.47";"1674.09";"1646.00";"1672.67";"+1.60%";
"01/15/2004";"1675.10";"1697.93";"1663.69";"1690.70";"+1.08%";
"01/16/2004";"1690.17";"1707.59";"1688.49";"1705.99";"+0.90%";
"01/19/2004";"1704.71";"1715.01";"1700.72";"1709.77";"+0.22%";
"01/20/2004";"1709.77";"1712.70";"1687.21";"1687.21";"-1.32%";
"01/21/2004";"1688.18";"1702.38";"1688.18";"1700.02";"+0.76%";
"01/22/2004";"1700.12";"1729.88";"1699.74";"1729.88";"+1.76%";
"01/23/2004";"1730.06";"1733.16";"1723.79";"1724.67";"-0.30%";
"01/26/2004";"1724.76";"1726.30";"1713.34";"1718.91";"-0.33%";
"01/27/2004";"1718.93";"1739.88";"1717.16";"1739.88";"+1.22%";
"01/28/2004";"1739.81";"1749.12";"1728.21";"1749.12";"+0.53%";
"01/29/2004";"1749.02";"1749.02";"1725.47";"1726.26";"-1.31%";
"01/30/2004";"1725.94";"1728.90";"1718.30";"1720.12";"-0.36%";
"02/02/2004";"1720.12";"1744.29";"1718.71";"1743.68";"+1.37%";
"02/03/2004";"1743.54";"1746.80";"1736.55";"1738.65";"-0.29%";
"02/04/2004";"1738.74";"1750.99";"1738.74";"1750.85";"+0.70%";
"02/05/2004";"1750.81";"1753.12";"1740.07";"1740.93";"-0.57%";
"02/06/2004";"1740.79";"1743.99";"1731.56";"1741.98";"+0.06%";
"02/09/2004";"1742.35";"1763.06";"1741.56";"1759.07";"+0.98%";
"02/10/2004";"1759.03";"1774.14";"1759.03";"1766.36";"+0.41%";
"02/11/2004";"1766.92";"1780.46";"1766.87";"1778.17";"+0.67%";
"02/12/2004";"1778.17";"1784.39";"1774.00";"1778.66";"+0.03%";
"02/13/2004";"1778.20";"1798.51";"1778.17";"1798.51";"+1.12%";
"02/16/2004";"1796.57";"1803.63";"1783.36";"1803.42";"+0.27%";
"02/17/2004";"1801.48";"1804.04";"1786.31";"1788.48";"-0.83%";
"02/18/2004";"1788.48";"1794.78";"1785.43";"1788.27";"-0.01%";
"02/19/2004";"1788.07";"1798.73";"1788.07";"1791.84";"+0.20%";
"02/20/2004";"1790.53";"1799.95";"1788.27";"1789.09";"-0.15%";
"02/23/2004";"1789.25";"1802.79";"1789.07";"1794.34";"+0.29%";
"02/24/2004";"1794.12";"1794.80";"1767.81";"1775.32";"-1.06%";
"02/25/2004";"1775.10";"1782.39";"1765.40";"1780.93";"+0.32%";
"02/26/2004";"1780.71";"1794.61";"1775.66";"1792.73";"+0.66%";
"02/27/2004";"1793.09";"1801.04";"1781.00";"1781.00";"-0.65%";
"03/01/2004";"1781.04";"1794.05";"1781.04";"1790.17";"+0.51%";
"03/02/2004";"1790.24";"1809.72";"1788.94";"1809.16";"+1.06%";
"03/03/2004";"1809.16";"1821.60";"1802.43";"1817.80";"+0.48%";
"03/04/2004";"1818.12";"1846.66";"1818.12";"1846.55";"+1.58%";
"03/05/2004";"1847.98";"1856.88";"1844.27";"1846.48";"0.00%";
"03/08/2004";"1846.56";"1863.11";"1841.50";"1863.11";"+0.90%";
"03/09/2004";"1863.02";"1863.02";"1846.61";"1848.54";"-0.78%";
"03/10/2004";"1848.46";"1849.26";"1837.29";"1843.03";"-0.30%";
"03/11/2004";"1839.63";"1839.63";"1800.89";"1819.44";"-1.28%";
"03/12/2004";"1818.71";"1819.30";"1789.90";"1811.75";"-0.42%";
"03/15/2004";"1811.75";"1812.68";"1784.71";"1789.79";"-1.21%";
"03/16/2004";"1789.76";"1799.71";"1778.10";"1799.09";"+0.52%";
"03/17/2004";"1799.09";"1822.95";"1796.82";"1821.75";"+1.26%";
"03/18/2004";"1821.44";"1827.60";"1811.82";"1812.31";"-0.52%";
"03/19/2004";"1812.47";"1821.40";"1810.84";"1820.19";"+0.43%";
"03/22/2004";"1820.09";"1820.09";"1765.10";"1769.20";"-2.80%";
"03/23/2004";"1772.00";"1791.65";"1771.27";"1790.22";"+1.19%";
"03/24/2004";"1790.54";"1836.80";"1789.90";"1836.80";"+2.60%";
"03/25/2004";"1837.92";"1859.65";"1837.92";"1850.05";"+0.72%";
"03/26/2004";"1850.00";"1861.47";"1843.65";"1847.00";"-0.16%";
"03/29/2004";"1847.41";"1859.65";"1846.33";"1859.65";"+0.68%";
"03/30/2004";"1859.65";"1861.83";"1850.06";"1853.95";"-0.31%";
"03/31/2004";"1853.95";"1873.66";"1852.95";"1866.76";"+0.69%";
"04/01/2004";"1866.77";"1897.21";"1866.77";"1897.21";"+1.63%";
"04/02/2004";"1897.18";"1926.24";"1894.94";"1923.24";"+1.37%";
"04/05/2004";"1923.25";"1947.83";"1917.08";"1945.80";"+1.17%";
"04/06/2004";"1945.76";"1957.80";"1935.55";"1941.10";"-0.24%";
"04/07/2004";"1941.10";"1951.84";"1932.55";"1951.84";"+0.55%";
"04/08/2004";"1951.18";"1966.30";"1945.31";"1966.30";"+0.74%";
"04/13/2004";"1966.47";"1992.37";"1966.03";"1985.92";"+1.00%";
"04/14/2004";"1985.59";"1985.59";"1956.25";"1965.02";"-1.05%";
"04/15/2004";"1965.02";"1965.02";"1956.32";"1960.44";"-0.23%";
"04/16/2004";"1960.69";"1965.95";"1953.66";"1965.63";"+0.26%";
"04/19/2004";"1965.89";"1970.05";"1959.48";"1963.77";"-0.09%";
"04/20/2004";"1963.80";"1972.80";"1963.80";"1969.05";"+0.27%";
"04/21/2004";"1973.92";"1979.93";"1962.19";"1965.06";"-0.20%";
"04/22/2004";"1964.56";"1969.42";"1946.15";"1946.68";"-0.94%";
"04/23/2004";"1946.74";"1957.84";"1942.90";"1947.82";"+0.06%";
"04/26/2004";"1948.03";"1964.33";"1948.03";"1957.45";"+0.49%";
"04/27/2004";"1957.59";"1962.99";"1951.83";"1960.44";"+0.15%";
"04/28/2004";"1960.34";"1973.36";"1959.72";"1963.94";"+0.18%";
"04/29/2004";"1965.26";"1967.90";"1918.02";"1941.22";"-1.16%";
"04/30/2004";"1941.74";"1945.38";"1922.22";"1926.29";"-0.77%";
"05/03/2004";"1928.06";"1940.14";"1923.88";"1933.47";"+0.37%";
"05/04/2004";"1931.91";"1956.06";"1928.25";"1954.50";"+1.09%";
"05/05/2004";"1954.50";"1957.02";"1947.42";"1950.83";"-0.19%";
"05/06/2004";"1951.02";"1953.93";"1915.27";"1916.95";"-1.74%";
"05/07/2004";"1916.95";"1917.61";"1889.21";"1906.27";"-0.56%";
"05/10/2004";"1906.08";"1906.08";"1838.08";"1841.63";"-3.39%";
"05/11/2004";"1841.68";"1856.33";"1835.22";"1856.17";"+0.79%";
"05/12/2004";"1855.75";"1862.26";"1839.80";"1848.59";"-0.41%";
"05/13/2004";"1848.24";"1853.61";"1841.29";"1847.56";"-0.06%";
"05/14/2004";"1847.83";"1848.12";"1792.29";"1798.41";"-2.66%";
"05/17/2004";"1795.70";"1795.70";"1749.17";"1762.61";"-1.99%";
"05/18/2004";"1762.76";"1780.63";"1762.71";"1780.08";"+0.99%";
"05/19/2004";"1781.26";"1835.91";"1781.26";"1833.22";"+2.99%";
"05/21/2004";"1833.88";"1837.09";"1824.76";"1832.34";"-0.05%";
"05/24/2004";"1833.14";"1850.03";"1833.14";"1847.43";"+0.82%";
"05/25/2004";"1849.20";"1853.52";"1825.23";"1828.37";"-1.03%";
"05/26/2004";"1828.05";"1854.69";"1828.05";"1843.77";"+0.84%";
"05/27/2004";"1844.05";"1857.06";"1844.05";"1855.65";"+0.64%";
"05/28/2004";"1855.69";"1879.88";"1855.38";"1879.78";"+1.30%";
"06/01/2004";"1880.10";"1881.11";"1838.26";"1838.82";"-2.18%";
"06/02/2004";"1838.72";"1851.47";"1826.55";"1843.25";"+0.24%";
"06/03/2004";"1842.45";"1855.96";"1842.14";"1849.75";"+0.35%";
"06/04/2004";"1849.70";"1868.82";"1848.26";"1867.70";"+0.97%";
"06/07/2004";"1868.79";"1883.36";"1868.06";"1882.12";"+0.77%";
"06/08/2004";"1882.12";"1889.73";"1880.26";"1883.74";"+0.09%";
"06/09/2004";"1883.81";"1886.21";"1869.80";"1869.80";"-0.74%";
"06/11/2004";"1869.80";"1881.47";"1867.40";"1878.61";"+0.47%";
"06/14/2004";"1878.31";"1882.81";"1869.19";"1879.36";"+0.04%";
"06/15/2004";"1878.09";"1888.56";"1872.21";"1886.38";"+0.37%";
"06/16/2004";"1886.37";"1917.21";"1886.31";"1914.20";"+1.47%";
"06/17/2004";"1914.34";"1938.54";"1914.34";"1937.53";"+1.22%";
"06/18/2004";"1937.31";"1959.16";"1935.23";"1952.49";"+0.77%";
"06/21/2004";"1952.54";"1989.91";"1952.54";"1976.54";"+1.23%";
"06/22/2004";"1977.14";"1980.71";"1942.31";"1944.51";"-1.62%";
"06/23/2004";"1944.51";"1954.17";"1935.82";"1953.35";"+0.45%";
"06/24/2004";"1952.92";"1968.65";"1952.28";"1964.13";"+0.55%";
"06/25/2004";"1964.02";"1967.24";"1953.32";"1962.07";"-0.10%";
"06/28/2004";"1962.00";"1982.11";"1958.61";"1981.82";"+1.01%";
"06/29/2004";"1981.39";"1991.85";"1978.98";"1991.72";"+0.50%";
"06/30/2004";"1991.45";"1998.66";"1987.46";"1989.40";"-0.12%";
"07/01/2004";"1989.42";"1996.62";"1984.86";"1992.56";"+0.16%";
"07/02/2004";"1992.68";"2015.31";"1992.35";"2015.31";"+1.14%";
"07/05/2004";"2015.69";"2019.86";"2002.68";"2003.31";"-0.60%";
"07/06/2004";"2002.99";"2010.01";"1985.95";"1987.44";"-0.79%";
"07/07/2004";"1987.29";"1999.57";"1986.78";"1998.11";"+0.54%";
"07/08/2004";"1998.17";"2006.03";"1987.46";"2005.71";"+0.38%";
"07/09/2004";"2005.19";"2030.61";"2004.04";"2029.94";"+1.21%";
"07/12/2004";"2030.52";"2034.14";"2012.77";"2019.84";"-0.50%";
"07/13/2004";"2019.68";"2036.25";"2017.22";"2030.54";"+0.53%";
"07/14/2004";"2030.07";"2030.07";"2001.32";"2007.89";"-1.12%";
"07/15/2004";"2007.90";"2009.02";"1999.00";"2003.11";"-0.24%";
"07/16/2004";"2002.95";"2022.57";"1997.25";"2020.76";"+0.88%";
"07/19/2004";"2020.77";"2022.42";"2005.73";"2008.81";"-0.59%";
"07/20/2004";"2008.49";"2020.75";"1999.80";"2020.75";"+0.59%";
"07/21/2004";"2020.79";"2023.59";"2007.51";"2007.53";"-0.65%";
"07/22/2004";"2006.11";"2006.11";"1966.35";"1972.38";"-1.75%";
"07/23/2004";"1972.70";"1995.06";"1972.66";"1995.06";"+1.15%";
"07/26/2004";"1995.06";"2004.19";"1982.71";"1991.80";"-0.16%";
"07/27/2004";"1991.78";"2018.50";"1989.71";"2018.50";"+1.34%";
"07/28/2004";"2018.51";"2050.22";"2018.51";"2040.13";"+1.07%";
"07/29/2004";"2040.13";"2044.63";"2021.78";"2026.15";"-0.69%";
"07/30/2004";"2026.11";"2035.76";"2022.93";"2031.66";"+0.27%";
"08/02/2004";"2031.09";"2037.53";"2011.41";"2020.91";"-0.53%";
"08/03/2004";"2020.91";"2032.43";"2014.49";"2030.56";"+0.48%";
"08/04/2004";"2029.92";"2029.92";"2016.01";"2027.64";"-0.14%";
"08/05/2004";"2029.69";"2039.95";"2025.63";"2031.76";"+0.20%";
"08/06/2004";"2029.01";"2029.02";"1989.63";"1995.35";"-1.79%";
"08/09/2004";"1990.57";"2000.17";"1965.55";"1978.53";"-0.84%";
"08/10/2004";"1978.53";"1994.76";"1976.15";"1992.61";"+0.71%";
"08/11/2004";"1992.05";"2000.41";"1984.21";"1989.98";"-0.13%";
"08/12/2004";"1989.84";"2012.11";"1988.72";"2006.29";"+0.82%";
"08/13/2004";"2006.02";"2022.18";"1996.69";"2011.72";"+0.27%";
"08/16/2004";"2011.36";"2047.92";"2007.05";"2047.00";"+1.75%";
"08/17/2004";"2046.74";"2052.78";"2021.13";"2031.34";"-0.77%";
"08/18/2004";"2031.80";"2048.44";"2012.92";"2042.73";"+0.56%";
"08/19/2004";"2042.79";"2054.59";"1950.73";"1960.48";"-4.03%";
"08/20/2004";"1960.46";"1971.40";"1946.32";"1946.45";"-0.72%";
"08/23/2004";"1946.76";"1960.80";"1946.76";"1948.77";"+0.12%";
"08/24/2004";"1948.55";"1971.22";"1947.72";"1964.58";"+0.81%";
"08/25/2004";"1964.65";"1982.47";"1964.65";"1981.55";"+0.86%";
"08/26/2004";"1981.81";"1990.47";"1981.12";"1988.40";"+0.35%";
"08/27/2004";"1990.00";"2010.23";"1990.00";"2007.56";"+0.96%";
"08/30/2004";"2007.77";"2007.77";"1990.29";"1993.53";"-0.70%";
"08/31/2004";"1994.92";"2003.08";"1984.07";"1993.02";"-0.03%";
"09/01/2004";"1993.63";"2003.02";"1993.60";"2001.74";"+0.44%";
"09/02/2004";"2003.25";"2017.26";"2001.88";"2009.43";"+0.38%";
"09/03/2004";"2009.87";"2025.63";"2009.81";"2017.68";"+0.41%";
"09/06/2004";"2017.94";"2025.96";"2015.20";"2022.58";"+0.24%";
"09/07/2004";"2022.91";"2031.49";"2016.87";"2018.16";"-0.22%";
"09/08/2004";"2018.47";"2023.04";"2010.74";"2018.19";"+0.00%";
"09/09/2004";"2017.50";"2017.53";"2004.81";"2008.82";"-0.46%";
"09/10/2004";"2008.82";"2013.75";"2003.50";"2011.11";"+0.11%";
"09/13/2004";"2011.03";"2011.84";"1993.70";"1993.97";"-0.85%";
"09/14/2004";"1994.05";"2001.74";"1990.20";"1996.62";"+0.13%";
"09/15/2004";"1996.36";"1997.47";"1981.07";"1983.85";"-0.64%";
"09/16/2004";"1983.92";"1996.51";"1983.92";"1995.99";"+0.61%";
"09/17/2004";"1997.59";"2022.57";"1996.09";"2019.72";"+1.19%";
"09/20/2004";"2019.76";"2026.87";"2013.07";"2022.39";"+0.13%";
"09/21/2004";"2022.54";"2048.22";"2017.64";"2048.22";"+1.28%";
"09/22/2004";"2048.17";"2049.09";"2036.13";"2038.69";"-0.47%";
"09/23/2004";"2038.89";"2039.47";"2025.02";"2039.34";"+0.03%";
"09/24/2004";"2039.09";"2039.09";"2018.11";"2026.74";"-0.62%";
"09/27/2004";"2026.00";"2043.79";"2018.28";"2043.79";"+0.84%";
"09/28/2004";"2042.63";"2042.63";"2026.02";"2028.67";"-0.74%";
"09/29/2004";"2028.67";"2053.19";"2028.67";"2050.98";"+1.10%";
"09/30/2004";"2050.98";"2055.69";"2034.84";"2042.87";"-0.40%";
"10/01/2004";"2042.89";"2069.90";"2036.41";"2063.97";"+1.03%";
"10/04/2004";"2063.63";"2086.54";"2063.28";"2076.22";"+0.59%";
"10/05/2004";"2076.27";"2099.50";"2076.27";"2094.87";"+0.90%";
"10/06/2004";"2094.90";"2119.00";"2094.90";"2119.00";"+1.15%";
"10/07/2004";"2114.67";"2137.93";"2112.34";"2117.36";"-0.08%";
"10/08/2004";"2117.33";"2120.75";"2098.30";"2117.79";"+0.02%";
"10/11/2004";"2115.48";"2119.98";"2107.67";"2117.79";"0.00%";
"10/12/2004";"2118.11";"2121.03";"2089.83";"2090.75";"-1.28%";
"10/13/2004";"2090.32";"2103.30";"2087.34";"2089.19";"-0.07%";
"10/14/2004";"2089.03";"2089.06";"2078.49";"2084.72";"-0.21%";
"10/15/2004";"2084.94";"2091.33";"2075.67";"2087.75";"+0.15%";
"10/18/2004";"2087.58";"2095.28";"2085.13";"2094.27";"+0.31%";
"10/19/2004";"2093.63";"2106.27";"2087.06";"2099.88";"+0.27%";
"10/20/2004";"2098.31";"2099.22";"2084.16";"2087.66";"-0.58%";
"10/21/2004";"2086.92";"2099.92";"2083.37";"2099.90";"+0.59%";
"10/22/2004";"2099.42";"2111.08";"2090.13";"2110.94";"+0.53%";
"10/25/2004";"2110.87";"2111.05";"2082.97";"2082.97";"-1.33%";
"10/27/2004";"2083.16";"2093.82";"2076.39";"2087.89";"+0.24%";
"10/28/2004";"2089.94";"2116.65";"2089.94";"2114.18";"+1.26%";
"10/29/2004";"2117.89";"2121.28";"2108.46";"2112.17";"-0.10%";
"11/02/2004";"2112.17";"2158.68";"2111.43";"2158.68";"+2.20%";
"11/03/2004";"2158.68";"2162.79";"2153.03";"2158.96";"+0.01%";
"11/04/2004";"2159.40";"2180.12";"2153.25";"2180.12";"+0.98%";
"11/05/2004";"2180.07";"2190.00";"2175.97";"2180.29";"+0.01%";
"11/08/2004";"2180.29";"2185.41";"2173.47";"2180.63";"+0.02%";
"11/09/2004";"2180.58";"2182.49";"2169.56";"2176.85";"-0.17%";
"11/10/2004";"2176.90";"2189.99";"2175.73";"2186.47";"+0.44%";
"11/11/2004";"2186.64";"2213.84";"2174.62";"2210.30";"+1.09%";
"11/12/2004";"2210.25";"2219.18";"2188.97";"2195.52";"-0.67%";
"11/15/2004";"2195.96";"2216.71";"2177.47";"2179.73";"-0.72%";
"11/16/2004";"2179.75";"2190.21";"2177.59";"2182.81";"+0.14%";
"11/17/2004";"2182.89";"2217.04";"2182.39";"2216.11";"+1.53%";
"11/18/2004";"2215.63";"2240.73";"2211.59";"2240.38";"+1.10%";
"11/19/2004";"2240.43";"2255.88";"2236.31";"2249.58";"+0.41%";
"11/22/2004";"2249.60";"2256.61";"2239.94";"2242.93";"-0.30%";
"11/23/2004";"2242.12";"2255.30";"2235.75";"2247.46";"+0.20%";
"11/24/2004";"2247.02";"2267.41";"2238.85";"2265.78";"+0.82%";
"11/25/2004";"2265.30";"2282.04";"2259.68";"2279.24";"+0.59%";
"11/26/2004";"2279.40";"2289.38";"2274.76";"2277.51";"-0.08%";
"11/29/2004";"2277.53";"2306.68";"2275.46";"2297.53";"+0.88%";
"11/30/2004";"2297.53";"2307.08";"2284.69";"2288.45";"-0.40%";
"12/01/2004";"2288.70";"2325.11";"2288.70";"2325.11";"+1.60%";
"12/02/2004";"2324.64";"2344.00";"2323.96";"2338.53";"+0.58%";
"12/03/2004";"2339.04";"2350.01";"2332.71";"2346.86";"+0.36%";
"12/06/2004";"2346.86";"2349.65";"2332.81";"2349.65";"+0.12%";
"12/07/2004";"2348.84";"2364.03";"2339.74";"2364.03";"+0.61%";
"12/09/2004";"2363.84";"2365.27";"2329.79";"2338.81";"-1.07%";
"12/10/2004";"2338.43";"2344.28";"2327.06";"2336.13";"-0.11%";
"12/13/2004";"2332.96";"2364.78";"2332.75";"2364.78";"+1.23%";
"12/14/2004";"2365.41";"2390.54";"2365.41";"2387.27";"+0.95%";
"12/15/2004";"2387.27";"2402.68";"2384.71";"2391.55";"+0.18%";
"12/16/2004";"2391.53";"2403.94";"2374.59";"2389.97";"-0.07%";
"12/17/2004";"2390.30";"2407.59";"2387.21";"2389.13";"-0.04%";
"12/20/2004";"2390.01";"2415.89";"2385.55";"2409.31";"+0.84%";
"12/21/2004";"2409.31";"2428.92";"2406.56";"2413.43";"+0.17%";
"12/22/2004";"2413.56";"2422.38";"2407.79";"2416.45";"+0.13%";
"12/23/2004";"2416.45";"2425.61";"2403.01";"2416.30";"-0.01%";
"12/27/2004";"2416.30";"2421.23";"2409.86";"2420.75";"+0.18%";
"12/28/2004";"2420.75";"2429.56";"2413.80";"2429.56";"+0.36%";
"12/29/2004";"2429.18";"2430.24";"2418.22";"2430.24";"+0.03%";
"12/30/2004";"2430.34";"2436.34";"2420.39";"2431.38";"+0.05%";
"01/03/2005";"2431.20";"2455.53";"2417.24";"2451.76";"+0.84%";
"01/04/2005";"2451.86";"2470.78";"2449.93";"2469.88";"+0.74%";
"01/05/2005";"2470.03";"2476.36";"2446.96";"2446.96";"-0.93%";
"01/07/2005";"2447.54";"2480.26";"2447.49";"2475.13";"+1.15%";
"01/10/2005";"2475.69";"2476.44";"2452.24";"2455.04";"-0.81%";
"01/11/2005";"2455.48";"2463.27";"2428.14";"2435.34";"-0.80%";
"01/12/2005";"2435.29";"2445.32";"2421.63";"2421.63";"-0.56%";
"01/13/2005";"2421.33";"2429.11";"2402.93";"2415.01";"-0.27%";
"01/14/2005";"2415.09";"2424.77";"2399.25";"2424.34";"+0.39%";
"01/17/2005";"2424.26";"2453.37";"2412.07";"2443.14";"+0.78%";
"01/18/2005";"2443.05";"2453.14";"2433.14";"2452.95";"+0.40%";
"01/19/2005";"2454.79";"2461.66";"2433.75";"2437.76";"-0.62%";
"01/20/2005";"2437.76";"2438.49";"2423.39";"2429.17";"-0.35%";
"01/21/2005";"2429.00";"2442.90";"2422.75";"2438.95";"+0.40%";
"01/24/2005";"2439.54";"2450.79";"2430.22";"2444.73";"+0.24%";
"01/25/2005";"2444.66";"2476.30";"2438.26";"2475.38";"+1.25%";
"01/26/2005";"2473.79";"2496.42";"2473.79";"2486.49";"+0.45%";
"01/27/2005";"2486.48";"2516.03";"2485.20";"2506.92";"+0.82%";
"01/28/2005";"2509.25";"2510.81";"2492.74";"2492.74";"-0.57%";
"01/31/2005";"2492.72";"2502.76";"2480.93";"2494.21";"+0.06%";
"02/01/2005";"2494.12";"2526.86";"2494.12";"2518.97";"+0.99%";
"02/02/2005";"2519.00";"2543.49";"2517.55";"2522.37";"+0.13%";
"02/03/2005";"2522.46";"2537.97";"2522.41";"2527.50";"+0.20%";
"02/04/2005";"2527.64";"2566.12";"2526.46";"2566.12";"+1.53%";
"02/07/2005";"2567.71";"2576.20";"2557.83";"2576.20";"+0.39%";
